chromosome	index1	index2	gene	probability	annotation	index3	index4	value
chr11	2978727	3035247	CARS|0.295|55.4%	0.295	.	2978728	3035247	100,155,0
chr11	3064921	3143116	OSBPL5|0.173|85.5%	0.173	.	3064922	3143116	25,230,0
chr11	3205616	3210192	MRGPRE|0.182|83.2%	0.182	.	3205617	3210192	25,230,0
chr11	3622936	3642222	ART1|0.147|90.5%	0.147	.	3622937	3642222	0,255,0
chr11	3643393	3649190	CHRNA10|0.090|97.8%	0.090	.	3643394	3649190	0,255,0
chr11	3652816	3775468	NUP98|0.935|3.0%	0.935	.	3652817	3775468	255,0,0
chr11	3804783	3818789	RHOG|0.608|18.4%	0.608	.	3804784	3818789	200,55,0
chr11	3833508	4071013	STIM1|0.351|45.6%	0.351	.	3833509	4071013	125,130,0
chr11	4072499	4116681	RRM1|0.989|0.9%	0.989	.	4072500	4116681	255,0,0
chr11	4362733	4371502	TRIM21|0.436|33.8%	0.436	.	4362734	4371502	150,105,0
chr11	4576480	4586027	TRIM68|0.241|67.6%	0.241	.	4576481	4586027	75,180,0
chr11	4745075	4970235	MMP26|0.081|98.5%	0.081	.	4745076	4970235	0,255,0
chr11	4826042	4827014	OR51S1|0.183|82.9%	0.183	.	4826043	4827014	25,230,0
chr11	4885175	4921932	OR51A7|0.077|98.6%	0.077	.	4885176	4921932	0,255,0
chr11	4923964	4924906	OR51A4|0.144|91.0%	0.144	.	4923965	4924906	0,255,0
chr11	4932577	4933519	OR51A2|0.185|82.1%	0.185	.	4932578	4933519	25,230,0
chr11	5177540	5178506	OR51V1|0.102|97.0%	0.102	.	5177541	5178506	0,255,0
chr11	5230995	5623595	HBG2|0.510|26.4%	0.510	.	5230996	5623595	175,80,0
chr11	5246157	5483423	HBE1|0.383|41.0%	0.383	.	5246158	5483423	125,130,0
chr11	5320391	5321330	OR51B5|0.117|95.2%	0.117	.	5320392	5321330	0,255,0
chr11	5431294	5466375	OR51I2|0.107|96.5%	0.107	.	5431295	5466375	0,255,0
chr11	5485107	5487744	UBQLN3|0.267|61.1%	0.267	.	5485108	5487744	75,180,0
chr11	5492198	5494511	UBQLNL|0.212|75.2%	0.212	.	5492199	5494511	50,205,0
chr11	5623163	5850164	TRIM5|0.118|95.2%	0.118	.	5623164	5850164	0,255,0
chr11	5667494	5688668	TRIM22|0.295|55.2%	0.295	.	5667495	5688668	100,155,0
chr11	5732546	5733512	OR52N4|0.138|92.2%	0.138	.	5732547	5733512	0,255,0
chr11	6177029	6177992	OR52W1|0.080|98.5%	0.080	.	6177030	6177992	0,255,0
chr11	6212699	6222283	CNGA4|0.538|23.7%	0.538	.	6212700	6222283	175,80,0
chr11	6237541	6249932	CCKBR|0.485|28.7%	0.485	.	6237542	6249932	175,80,0
chr11	6296751	6298316	PRKCDBP|0.182|83.0%	0.182	.	6296752	6298316	25,230,0
chr11	6360164	6397220	APBB1|0.329|49.1%	0.329	.	6360165	6397220	125,130,0
chr11	6368230	6372801	SMPD1|0.209|76.1%	0.209	.	6368231	6372801	50,205,0
chr11	6408857	6418830	HPX|0.338|47.5%	0.338	.	6408858	6418830	125,130,0
chr11	6426422	6451790	TRIM3|0.476|29.5%	0.476	.	6426423	6451790	175,80,0
chr11	6453503	6459171	ARFIP2|0.246|66.4%	0.246	.	6453504	6459171	75,180,0
chr11	6459252	6462486	FXC1|0.216|74.2%	0.216	.	6459253	6462486	50,205,0
chr11	6543910	6549825	DNHD1|0.160|87.9%	0.160	.	6543911	6549825	25,230,0
chr11	6577731	6581387	KIAA0409|0.280|57.9%	0.280	.	6577732	6581387	100,155,0
chr11	6581539	6588673	ILK|0.677|14.0%	0.677	.	6581540	6588673	200,55,0
chr11	6588648	6590021	TAF10|0.791|8.6%	0.791	.	6588649	6590021	255,0,0
chr11	6590572	6597268	TPP1|0.236|69.0%	0.236	.	6590573	6597268	75,180,0
chr11	6599133	6633656	DCHS1|0.413|36.9%	0.413	.	6599134	6633656	150,105,0
chr11	6659455	6661150	MRPL17|0.192|80.2%	0.192	.	6659456	6661150	25,230,0
chr11	6762844	6763795	OR2AG1|0.174|85.2%	0.174	.	6762845	6763795	25,230,0
chr11	6904229	6962045	ZNF215|0.085|98.2%	0.085	.	6904230	6962045	0,255,0
chr11	6977124	6998162	ZNF214|0.271|60.2%	0.271	.	6977125	6998162	75,180,0
chr11	6998275	7049333	NLRP14|0.125|94.2%	0.125	.	6998276	7049333	0,255,0
chr11	7229756	7446844	SYT9|0.430|34.5%	0.430	.	7229757	7446844	150,105,0
chr11	7491626	7631558	PPFIBP2|0.215|74.5%	0.215	.	7491627	7631558	50,205,0
chr11	7642901	7651397	CYB5R2|0.365|43.3%	0.365	.	7642902	7651397	125,130,0
chr11	7669019	7684517	OVCH2|0.108|96.4%	0.108	.	7669020	7684517	0,255,0
chr11	7905840	7906785	OR10A6|0.182|83.1%	0.182	.	7905841	7906785	25,230,0
chr11	7937546	7941780	NLRP10|0.200|78.3%	0.200	.	7937547	7941780	50,205,0
chr11	8016755	8084228	TUB|0.391|39.9%	0.391	.	8016756	8084228	150,105,0
chr11	8087071	8147148	RIC3|0.175|84.9%	0.175	.	8087072	8147148	25,230,0
chr11	8202432	8241982	LMO1|0.822|7.2%	0.822	.	8202433	8241982	255,0,0
chr11	8369993	8572351	STK33|0.225|71.8%	0.225	.	8369994	8572351	50,205,0
chr11	8671477	8817478	ST5|0.417|36.2%	0.417	.	8671478	8817478	150,105,0
chr11	8889276	8898202	C11orf17|0.084|98.3%	0.084	.	8889277	8898202	0,255,0
chr11	8915694	8921156	ASCL3|0.629|16.9%	0.629	.	8915695	8921156	200,55,0
chr11	8925415	8942565	TMEM9B|0.190|80.9%	0.190	.	8925416	8942565	25,230,0
chr11	8957849	8982124	NRIP3|0.188|81.3%	0.188	.	8957850	8982124	25,230,0
chr11	8998510	9069731	SCUBE2|0.176|84.8%	0.176	.	8998511	9069731	25,230,0
chr11	9258779	9292872	TMEM41B|0.405|37.9%	0.405	.	9258780	9292872	150,105,0
chr11	9362779	9423651	IPO7|0.800|8.2%	0.800	.	9362780	9423651	255,0,0
chr11	9438644	9506647	ZNF143|0.580|20.4%	0.580	.	9438645	9506647	175,80,0
chr11	9550915	9567874	WEE1|0.665|14.6%	0.665	.	9550916	9567874	200,55,0
chr11	9756789	10272296	SBF2|0.127|94.0%	0.127	.	9756790	10272296	0,255,0
chr11	10283218	10285518	ADM|0.608|18.4%	0.608	.	10283219	10285518	200,55,0
chr11	10428799	10485702	AMPD3|0.250|65.2%	0.250	.	10428800	10485702	75,180,0
chr11	10489800	10519350	RNF141|0.342|47.0%	0.342	.	10489801	10519350	125,130,0
chr11	10535988	10546941	LYVE1|0.477|29.4%	0.477	.	10535989	10546941	175,80,0
chr11	10551213	10630360	MRVI1|0.348|46.0%	0.348	.	10551214	10630360	125,130,0
chr11	10729378	10757863	CTR9|0.504|27.0%	0.504	.	10729379	10757863	175,80,0
chr11	10775168	10787158	EIF4G2|0.771|9.3%	0.771	.	10775169	10787158	255,0,0
chr11	11248996	11600125	GALNTL4|0.298|54.7%	0.298	.	11248997	11600125	100,155,0
chr11	11819545	11937448	USP47|0.301|54.2%	0.301	.	11819546	11937448	100,155,0
chr11	11941122	11987493	DKK3|0.418|36.0%	0.418	.	11941123	11987493	150,105,0
chr11	12088713	12241903	MICAL2|0.474|29.7%	0.474	.	12088714	12241903	175,80,0
chr11	12265022	12337267	MICALCL|0.092|97.7%	0.092	.	12265023	12337267	0,255,0
chr11	12355721	12507986	PARVA|0.322|50.3%	0.322	.	12355722	12507986	100,155,0
chr11	12652544	12922874	TEAD1|0.830|6.8%	0.830	.	12652545	12922874	255,0,0
chr11	13255900	13365389	ARNTL|0.757|10.0%	0.757	.	13255901	13365389	255,0,0
chr11	13366133	13441414	BTBD10|0.487|28.4%	0.487	.	13366134	13441414	175,80,0
chr11	13470177	13474143	PTH|0.235|69.3%	0.235	.	13470178	13474143	75,180,0
chr11	13941027	14246222	SPON1|0.713|12.1%	0.713	.	13941028	14246222	200,55,0
chr11	14256041	14337305	RRAS2|0.828|6.9%	0.828	.	14256042	14337305	255,0,0
chr11	14435630	14477974	COPB1|0.611|18.2%	0.611	.	14435631	14477974	200,55,0
chr11	14482998	14589108	PSMA1|0.950|2.5%	0.950	.	14482999	14589108	255,0,0
chr11	14621912	14848926	PDE3B|0.283|57.5%	0.283	.	14621913	14848926	100,155,0
chr11	14856141	14870327	CYP2R1|0.216|74.3%	0.216	.	14856142	14870327	50,205,0
chr11	14883118	15056758	CALCB|0.090|97.8%	0.090	.	14883119	15056758	0,255,0
chr11	14944791	14950408	CALCA|0.132|93.1%	0.132	.	14944792	14950408	0,255,0
chr11	15948370	16454494	SOX6|0.621|17.5%	0.621	.	15948371	16454494	200,55,0
chr11	17064704	17147930	PIK3C2A|0.598|19.0%	0.598	.	17064705	17147930	200,55,0
chr11	17254859	17309646	NUCB2|0.397|38.9%	0.397	.	17254860	17309646	150,105,0
chr11	17365041	17366214	KCNJ11|0.312|52.1%	0.312	.	17365042	17366214	100,155,0
chr11	17371007	17455025	ABCC8|0.244|66.8%	0.244	.	17371008	17455025	75,180,0
chr11	17467089	17522539	USH1C|0.155|89.1%	0.155	.	17467090	17522539	25,230,0
chr11	17697685	17700251	MYOD1|0.987|1.0%	0.987	.	17697686	17700251	255,0,0
chr11	17714089	17750755	KCNC1|0.216|74.4%	0.216	.	17714090	17750755	50,205,0
chr11	17766174	17991285	SERGEF|0.176|84.8%	0.176	.	17766175	17991285	25,230,0
chr11	17997771	18018885	TPH1|0.470|30.1%	0.470	.	17997772	18018885	150,105,0
chr11	18058468	18084214	SAAL1|0.213|75.2%	0.213	.	18058469	18084214	50,205,0
chr11	18209478	18214910	SAA4|0.076|98.8%	0.076	.	18209479	18214910	0,255,0
chr11	18256792	18300297	HPS5|0.196|79.2%	0.196	.	18256793	18300297	50,205,0
chr11	18300718	18345152	GTF2H1|0.884|4.9%	0.884	.	18300719	18345152	255,0,0
chr11	18372686	18386341	LDHA|0.529|24.5%	0.529	.	18372687	18386341	175,80,0
chr11	18390428	18429366	LDHC|0.136|92.5%	0.136	.	18390429	18429366	0,255,0
chr11	18433949	18457723	LDHAL6A|0.166|86.8%	0.166	.	18433950	18457723	25,230,0
chr11	18458435	18505065	TSG101|0.884|4.9%	0.884	.	18458436	18505065	255,0,0
chr11	18509820	18566857	UEVLD|0.217|73.9%	0.217	.	18509821	18566857	50,205,0
chr11	18584526	18612596	SPTY2D1|0.305|53.3%	0.305	.	18584527	18612596	100,155,0
chr11	18676926	18682908	TMEM86A|0.366|43.1%	0.366	.	18676927	18682908	125,130,0
chr11	18682427	18704353	IGSF22|0.275|59.2%	0.275	.	18682428	18704353	100,155,0
chr11	18706052	18770844	PTPN5|0.487|28.5%	0.487	.	18706053	18770844	175,80,0
chr11	19095267	19154542	ZDHHC13|0.245|66.7%	0.245	.	19095268	19154542	75,180,0
chr11	19160153	19180177	CSRP3|0.534|24.1%	0.534	.	19160154	19180177	175,80,0
chr11	19202193	19219965	E2F8|0.466|30.6%	0.466	.	19202194	19219965	150,105,0
chr11	20341864	20361905	HTATIP2|0.317|51.0%	0.317	.	20341865	20361905	100,155,0
chr11	20365678	20487349	PRMT3|0.305|53.3%	0.305	.	20365679	20487349	100,155,0
chr11	20577521	20633186	SLC6A5|0.364|43.5%	0.364	.	20577522	20633186	125,130,0
chr11	20647711	21553576	NELL1|0.257|63.6%	0.257	.	20647712	21553576	75,180,0
chr11	22316242	22357619	SLC17A6|0.330|48.9%	0.330	.	22316243	22357619	125,130,0
chr11	22602807	22603932	FANCF|0.159|88.1%	0.159	.	22602808	22603932	25,230,0
chr11	22646229	22791113	GAS2|0.546|23.1%	0.546	.	22646230	22791113	175,80,0
chr11	24475365	25060753	LUZP2|0.570|21.1%	0.570	.	24475366	25060753	175,80,0
chr11	26538427	26550356	MUC15|0.190|80.7%	0.190	.	26538428	26550356	25,230,0
chr11	26645141	26701549	SLC5A12|0.143|91.3%	0.143	.	26645142	26701549	0,255,0
chr11	27019084	27105930	BBOX1|0.255|64.0%	0.255	.	27019085	27105930	75,180,0
chr11	27316636	27341428	CCDC34|0.186|81.8%	0.186	.	27316637	27341428	25,230,0
chr11	27344083	27450910	LGR4|0.510|26.4%	0.510	.	27344084	27450910	175,80,0
chr11	27472699	27484879	LIN7C|0.652|15.4%	0.652	.	27472700	27484879	200,55,0
chr11	27633015	27700181	BDNF|0.851|6.0%	0.851	.	27633016	27700181	255,0,0
chr11	27998738	28086322	KIF18A|0.544|23.3%	0.544	.	27998739	28086322	175,80,0
chr11	28086370	28311630	METT5D1|0.182|83.1%	0.182	.	28086371	28311630	25,230,0
chr11	30209138	30213384	FSHB|0.478|29.3%	0.478	.	30209139	30213384	175,80,0
chr11	30301231	30316344	C11orf46|0.261|62.7%	0.261	.	30301232	30316344	75,180,0
chr11	30367011	30558616	MPPED2|0.143|91.3%	0.143	.	30367012	30558616	0,255,0
chr11	31241185	31347933	DCDC1|0.056|99.5%	0.056	.	31241186	31347933	0,255,0
chr11	31410524	31487745	IMMP1L|0.358|44.4%	0.358	.	31410525	31487745	125,130,0
chr11	31487872	31761903	ELP4|0.203|77.5%	0.203	.	31487873	31761903	50,205,0
chr11	31766867	31796085	PAX6|0.996|0.5%	0.996	.	31766868	31796085	255,0,0
chr11	32365896	32413663	WT1|0.998|0.4%	0.998	.	32365897	32413663	255,0,0
chr11	32561966	32580588	EIF3M|0.623|17.3%	0.623	.	32561967	32580588	200,55,0
chr11	32580201	32772763	CCDC73|0.333|48.5%	0.333	.	32580202	32772763	125,130,0
chr11	32808064	32832679	PRRG4|0.113|95.8%	0.113	.	32808065	32832679	0,255,0
chr11	32871367	32958392	QSER1|0.573|20.9%	0.573	.	32871368	32958392	175,80,0
chr11	32993985	33011702	DEPDC7|0.149|90.1%	0.149	.	32993986	33011702	0,255,0
chr11	33017719	33063242	TCP11L1|0.310|52.4%	0.310	.	33017720	33063242	100,155,0
chr11	33062712	33139613	CSTF3|0.658|15.0%	0.658	.	33062713	33139613	200,55,0
chr11	33235743	33332515	HIPK3|0.998|0.3%	0.998	.	33235744	33332515	255,0,0
chr11	33681133	33714600	CD59|0.053|99.5%	0.053	.	33681134	33714600	0,255,0
chr11	33719065	33752647	FBXO3|0.398|38.7%	0.398	.	33719066	33752647	150,105,0
chr11	33836700	33870412	LMO2|0.886|4.7%	0.886	.	33836701	33870412	255,0,0
chr11	34029805	34080733	CAPRIN1|0.499|27.5%	0.499	.	34029806	34080733	175,80,0
chr11	34083724	34125033	NAT10|0.280|58.1%	0.280	.	34083725	34125033	100,155,0
chr11	34129110	34335378	ABTB2|0.494|27.9%	0.494	.	34129111	34335378	175,80,0
chr11	34417053	34450176	CAT|0.558|22.0%	0.558	.	34417054	34450176	175,80,0
chr11	34456917	34491906	ELF5|0.393|39.5%	0.393	.	34456918	34491906	150,105,0
chr11	34599243	34639657	EHF|0.521|25.4%	0.521	.	34599244	34639657	175,80,0
chr11	34860420	34894472	APIP|0.324|49.8%	0.324	.	34860421	34894472	125,130,0
chr11	34894694	34974092	PDHX|0.107|96.4%	0.107	.	34894695	34974092	0,255,0
chr11	35116992	35210522	CD44|0.282|57.6%	0.282	.	35116993	35210522	100,155,0
chr11	35229328	35398186	SLC1A2|0.618|17.6%	0.618	.	35229329	35398186	200,55,0
chr11	35640928	35786333	TRIM44|0.591|19.5%	0.591	.	35640929	35786333	200,55,0
chr11	35922203	36210262	LDLRAD3|0.372|42.4%	0.372	.	35922204	36210262	125,130,0
chr11	36252085	36267554	COMMD9|0.193|79.8%	0.193	.	36252086	36267554	50,205,0
chr11	36546138	36557862	RAG1|0.357|44.5%	0.357	.	36546139	36557862	125,130,0
chr11	36570070	36576388	RAG2|0.168|86.3%	0.168	.	36570071	36576388	25,230,0
chr11	40092328	40272240	LRRC4C|0.817|7.5%	0.817	.	40092329	40272240	255,0,0
chr11	43290108	43322655	API5|0.707|12.4%	0.707	.	43290109	43322655	200,55,0
chr11	43337066	43472069	TTC17|0.476|29.6%	0.476	.	43337067	43472069	175,80,0
chr11	43658718	43834736	HSD17B12|0.215|74.7%	0.215	.	43658719	43834736	50,205,0
chr11	44044585	44062332	ACCS|0.205|77.2%	0.205	.	44044586	44062332	50,205,0
chr11	44073674	44223555	EXT2|0.217|74.0%	0.217	.	44073675	44223555	50,205,0
chr11	44238569	44288195	ALX4|0.798|8.3%	0.798	.	44238570	44288195	255,0,0
chr11	44543716	44597889	CD82|0.399|38.6%	0.399	.	44543717	44597889	150,105,0
chr11	44838450	44909450	TSPAN18|0.122|94.7%	0.122	.	44838451	44909450	0,255,0
chr11	44881899	44929433	TP53I11|0.267|61.2%	0.267	.	44881900	44929433	75,180,0
chr11	45218427	45264446	SYT13|0.250|65.4%	0.250	.	45218428	45264446	75,180,0
chr11	45627002	45643748	CHST1|0.362|43.8%	0.362	.	45627003	45643748	125,130,0
chr11	45783216	45791142	SLC35C1|0.221|72.9%	0.221	.	45783217	45791142	50,205,0
chr11	45825604	45861372	CRY2|0.505|27.0%	0.505	.	45825605	45861372	175,80,0
chr11	45863777	45884592	MAPK8IP1|0.504|27.0%	0.504	.	45863778	45884592	175,80,0
chr11	45887796	45896182	PEX16|0.154|89.2%	0.154	.	45887797	45896182	25,230,0
chr11	45899771	45907223	GYLTL1B|0.350|45.7%	0.350	.	45899772	45907223	125,130,0
chr11	45907446	46099561	PHF21A|0.514|26.1%	0.514	.	45907447	46099561	175,80,0
chr11	46255803	46299546	CREB3L1|0.615|17.9%	0.615	.	46255804	46299546	200,55,0
chr11	46374539	46572145	AMBRA1|0.464|30.8%	0.464	.	46374540	46572145	150,105,0
chr11	46655209	46678696	ARHGAP1|0.492|28.0%	0.492	.	46655210	46678696	175,80,0
chr11	46678943	46684037	ZNF408|0.143|91.2%	0.143	.	46678944	46684037	0,255,0
chr11	46697330	46717631	F2|0.681|13.8%	0.681	.	46697331	46717631	200,55,0
chr11	46721661	46824419	CKAP5|0.826|7.0%	0.826	.	46721662	46824419	255,0,0
chr11	46834994	46896749	LRP4|0.593|19.4%	0.593	.	46834995	46896749	200,55,0
chr11	46914826	47142503	C11orf49|0.342|46.9%	0.342	.	46914827	47142503	125,130,0
chr11	47142429	47154995	ARFGAP2|0.512|26.2%	0.512	.	47142430	47154995	175,80,0
chr11	47155658	47164534	PACSIN3|0.577|20.6%	0.577	.	47155659	47164534	175,80,0
chr11	47193088	47217339	DDB2|0.269|60.6%	0.269	.	47193089	47217339	75,180,0
chr11	47217428	47226939	ACP2|0.273|59.8%	0.273	.	47217429	47226939	100,155,0
chr11	47247534	47314521	MADD|0.500|27.4%	0.500	.	47247535	47314521	175,80,0
chr11	47309532	47330829	MYBPC3|0.537|23.8%	0.537	.	47309533	47330829	175,80,0
chr11	47332984	47356703	SPI1|0.454|31.8%	0.454	.	47332985	47356703	150,105,0
chr11	47386757	47394620	SLC39A13|0.406|37.7%	0.406	.	47386758	47394620	150,105,0
chr11	47396895	47404600	PSMC3|0.994|0.6%	0.994	.	47396896	47404600	255,0,0
chr11	47446521	47531264	CUGBP1|0.892|4.5%	0.892	.	47446522	47531264	255,0,0
chr11	47550325	47557094	KBTBD4|0.451|32.1%	0.451	.	47550326	47557094	150,105,0
chr11	47557207	47562689	NDUFS3|0.356|44.6%	0.356	.	47557208	47562689	125,130,0
chr11	47637720	47692878	AGBL2|0.244|66.9%	0.244	.	47637721	47692878	75,180,0
chr11	47694645	47745569	FNBP4|0.592|19.4%	0.592	.	47694646	47745569	200,55,0
chr11	47756245	47826633	NUP160|0.870|5.4%	0.870	.	47756246	47826633	255,0,0
chr11	47958685	48148969	PTPRJ|0.157|88.6%	0.157	.	47958686	48148969	25,230,0
chr11	49124765	49186798	FOLH1|0.253|64.4%	0.253	.	49124766	49186798	75,180,0
chr11	55437701	55438634	OR5W2|0.123|94.6%	0.123	.	55437702	55438634	0,255,0
chr11	55459507	55460452	OR5I1|0.115|95.5%	0.115	.	55459508	55460452	0,255,0
chr11	55617359	55618292	OR8I2|0.058|99.4%	0.058	.	55617360	55618292	0,255,0
chr11	55660822	55661770	OR8J3|0.145|90.9%	0.145	.	55660823	55661770	0,255,0
chr11	55771945	55777274	OR5T3|0.176|84.8%	0.176	.	55771946	55777274	25,230,0
chr11	55842358	55843297	OR8K3|0.164|87.2%	0.164	.	55842359	55843297	25,230,0
chr11	55993625	55994549	OR5M3|0.231|70.4%	0.231	.	55993626	55994549	50,205,0
chr11	56261037	56267863	OR9G4|0.154|89.2%	0.154	.	56261038	56267863	25,230,0
chr11	56705796	56714154	LRRC55|0.251|65.0%	0.251	.	56705797	56714154	75,180,0
chr11	56757629	56761302	APLNR|0.224|72.0%	0.224	.	56757630	56761302	50,205,0
chr11	56823678	56848989	TNKS1BP1|0.433|34.2%	0.433	.	56823679	56848989	150,105,0
chr11	56850035	56859927	SSRP1|0.822|7.2%	0.822	.	56850036	56859927	255,0,0
chr11	56900818	56905199	PRG3|0.113|95.7%	0.113	.	56900819	56905199	0,255,0
chr11	56910842	56914688	PRG2|0.314|51.6%	0.314	.	56910843	56914688	100,155,0
chr11	56931004	56951629	SLC43A3|0.180|83.7%	0.180	.	56931005	56951629	25,230,0
chr11	56984892	57001005	RTN4RL2|0.371|42.4%	0.371	.	56984893	57001005	125,130,0
chr11	57008585	57039735	SLC43A1|0.220|73.0%	0.220	.	57008586	57039735	50,205,0
chr11	57052513	57054808	TIMM10|0.299|54.5%	0.299	.	57052514	57054808	100,155,0
chr11	57075704	57103217	UBE2L6|0.126|94.1%	0.126	.	57075705	57103217	0,255,0
chr11	57121435	57138902	SERPING1|0.219|73.5%	0.219	.	57121436	57138902	50,205,0
chr11	57169136	57173993	YPEL4|0.397|39.0%	0.397	.	57169137	57173993	150,105,0
chr11	57181205	57185910	CLP1|0.270|60.3%	0.270	.	57181206	57185910	75,180,0
chr11	57191943	57225235	ZDHHC5|0.572|20.9%	0.572	.	57191944	57225235	175,80,0
chr11	57227764	57236249	MED19|0.325|49.8%	0.325	.	57227765	57236249	125,130,0
chr11	57285809	57353279	CTNND1|0.726|11.4%	0.726	.	57285810	57353279	200,55,0
chr11	57790988	57791933	OR10W1|0.147|90.5%	0.147	.	57790989	57791933	0,255,0
chr11	57946380	57947310	OR5B2|0.162|87.5%	0.162	.	57946381	57947310	25,230,0
chr11	58050924	58099910	LPXN|0.447|32.5%	0.447	.	58050925	58099910	150,105,0
chr11	58232808	58256023	GLYAT|0.168|86.3%	0.168	.	58232809	58256023	25,230,0
chr11	58451749	58481092	GLYATL1|0.117|95.2%	0.117	.	58451750	58481092	0,255,0
chr11	58631285	58651443	FAM111B|0.131|93.3%	0.131	.	58631286	58651443	0,255,0
chr11	58668827	58679083	FAM111A|0.133|92.9%	0.133	.	58668828	58679083	0,255,0
chr11	59098446	59140193	OSBP|0.543|23.4%	0.543	.	59098447	59140193	175,80,0
chr11	59160769	59182996	PATL1|0.722|11.6%	0.722	.	59160770	59182996	200,55,0
chr11	59279107	59326752	STX3|0.225|71.9%	0.225	.	59279108	59326752	50,205,0
chr11	59330189	59334921	MRPL16|0.149|90.1%	0.149	.	59330190	59334921	0,255,0
chr11	59353323	59369550	GIF|0.163|87.4%	0.163	.	59353324	59369550	25,230,0
chr11	59376859	59390617	TCN1|0.071|99.0%	0.071	.	59376860	59390617	0,255,0
chr11	59580676	59595163	MS4A3|0.125|94.2%	0.125	.	59580677	59595163	0,255,0
chr11	59695656	59707250	MS4A6A|0.147|90.5%	0.147	.	59695657	59707250	0,255,0
chr11	59804649	59833017	MS4A4A|0.089|98.0%	0.089	.	59804650	59833017	0,255,0
chr11	59858879	59865008	MS4A6E|0.020|99.9%	0.020	.	59858880	59865008	0,255,0
chr11	59920062	59941805	MS4A14|0.051|99.5%	0.051	.	59920063	59941805	0,255,0
chr11	59953637	59971835	MS4A5|0.229|70.7%	0.229	.	59953638	59971835	50,205,0
chr11	59979857	59994801	MS4A1|0.292|55.9%	0.292	.	59979858	59994801	100,155,0
chr11	60016826	60031469	MS4A12|0.056|99.5%	0.056	.	60016827	60031469	0,255,0
chr11	60039461	60066765	MS4A13|0.064|99.2%	0.064	.	60039462	60066765	0,255,0
chr11	60223622	60239858	MS4A8B|0.156|88.7%	0.156	.	60223623	60239858	25,230,0
chr11	60280915	60300780	MS4A15|0.202|78.0%	0.202	.	60280916	60300780	50,205,0
chr11	60309396	60325354	MS4A10|0.101|97.1%	0.101	.	60309397	60325354	0,255,0
chr11	60366004	60375137	CCDC86|0.263|62.0%	0.263	.	60366005	60375137	75,180,0
chr11	60374973	60380020	GPR44|0.196|79.3%	0.196	.	60374974	60380020	50,205,0
chr11	60391590	60399740	ZP1|0.225|71.8%	0.225	.	60391591	60399740	50,205,0
chr11	60414795	60430632	PRPF19|0.680|13.9%	0.680	.	60414796	60430632	200,55,0
chr11	60438252	60447489	TMEM109|0.209|76.1%	0.209	.	60438253	60447489	50,205,0
chr11	60448488	60461207	TMEM132A|0.296|55.1%	0.296	.	60448489	60461207	100,155,0
chr11	60461133	60475833	SLC15A3|0.305|53.2%	0.305	.	60461134	60475833	100,155,0
chr11	60626542	60651895	CD5|0.284|57.2%	0.284	.	60626543	60651895	100,155,0
chr11	60654305	60685500	VPS37C|0.222|72.7%	0.222	.	60654306	60685500	50,205,0
chr11	60782333	60819364	VWCE|0.312|52.1%	0.312	.	60782334	60819364	100,155,0
chr11	60857229	60872806	DAK|0.456|31.6%	0.456	.	60857230	60872806	150,105,0
chr11	60872855	60886305	CYBASC3|0.203|77.5%	0.203	.	60872856	60886305	50,205,0
chr11	60886431	60893254	TMEM138|0.123|94.5%	0.123	.	60886432	60893254	0,255,0
chr11	60954172	60970801	C11orf79|0.217|74.0%	0.217	.	60954173	60970801	50,205,0
chr11	61204480	61271048	DAGLA|0.467|30.4%	0.467	.	61204481	61271048	150,105,0
chr11	61276696	61312565	C11orf9|0.324|49.9%	0.324	.	61276697	61312565	125,130,0
chr11	61316725	61321284	FEN1|0.974|1.5%	0.974	.	61316726	61321284	255,0,0
chr11	61340324	61391401	FADS2|0.223|72.4%	0.223	.	61340325	61391401	50,205,0
chr11	61421349	61444240	RAB3IL1|0.447|32.6%	0.447	.	61421350	61444240	150,105,0
chr11	61474402	61488981	BEST1|0.224|72.2%	0.224	.	61474403	61488981	50,205,0
chr11	61648020	61677211	INCENP|0.270|60.3%	0.270	.	61648021	61677211	75,180,0
chr11	61714263	61717585	SCGB1D1|0.007|100.0%	0.007	.	61714264	61717585	0,255,0
chr11	61820329	61823112	SCGB1D4|0.035|99.8%	0.035	.	61820330	61823112	0,255,0
chr11	61861349	61917454	ASRGL1|0.180|83.6%	0.180	.	61861350	61917454	25,230,0
chr11	61943098	61947242	SCGB1A1|0.154|89.2%	0.154	.	61943099	61947242	25,230,0
chr11	61957591	62070908	AHNAK|0.305|53.3%	0.305	.	61957592	62070908	100,155,0
chr11	62098755	62115592	TUT1|0.381|41.2%	0.381	.	62098756	62115592	125,130,0
chr11	62117250	62125879	MTA2|0.897|4.3%	0.897	.	62117251	62125879	255,0,0
chr11	62126266	62136813	EML3|0.359|44.3%	0.359	.	62126267	62136813	125,130,0
chr11	62137198	62139162	ROM1|0.525|25.0%	0.525	.	62137199	62139162	175,80,0
chr11	62139344	62146024	B3GAT3|0.350|45.7%	0.350	.	62139345	62146024	125,130,0
chr11	62148875	62170680	GANAB|0.454|31.8%	0.454	.	62148876	62170680	150,105,0
chr11	62238797	62251397	HNRNPUL2|0.421|35.7%	0.421	.	62238798	62251397	150,105,0
chr11	62241806	62278190	ZBTB3|0.569|21.2%	0.569	.	62241807	62278190	175,80,0
chr11	62252159	62262681	TTC9C|0.197|79.1%	0.197	.	62252160	62262681	50,205,0
